Id,Input_1,Input_2,Input_3,Input_4,Sentence,Answer,No_ordering
fw0Taj,fw0Taj_frp.jpg,fw0Taj_gtb.jpg,fw0Taj_wtq.jpg,fw0Taj_xrr.jpg,"A skier speaks against a snowy mountain backdrop, then the view shifts to a group skiing downhill; skis move forward and downwards through snow, with the camera tilting up to reveal trees and horizon.","[3, 4, 2, 1]",False
LJcWkz,LJcWkz_aod.jpg,LJcWkz_fbf.jpg,LJcWkz_mwc.jpg,LJcWkz_xhi.jpg,"The climber ascends the stone wall as the camera tilts upward, then shifts to a rock face climber before transitioning to an interview with two adults and a child.","[4, 3, 2, 1]",False
hQsO4w,hQsO4w_dfr.jpg,hQsO4w_kbd.jpg,hQsO4w_pzs.jpg,hQsO4w_whk.jpg,"The worker mixes cement in a bucket before tiles are tapped into place, then the scene shifts as a hand approaches the welding area, with the camera zooming in on bright sparks and the scene darkening.","[4, 3, 2, 1]",False
nqDmfJ,nqDmfJ_iuq.jpg,nqDmfJ_nbg.jpg,nqDmfJ_ojh.jpg,nqDmfJ_ssr.jpg,"The man lifts a saxophone mouthpiece to his lips, then another man gestures with his hand before his expression shifts to a more serious look.","[1, 2, 3, 4]",True
MF8kPT,MF8kPT_dzz.jpg,MF8kPT_eoh.jpg,MF8kPT_oic.jpg,MF8kPT_qdb.jpg,"A woman with a surfboard enters from the right as the scene shifts to a skier gliding away, maintaining balance while holding the rope, moving from a close-up to a more distant view.","[3, 4, 1, 2]",False
t9wx6Q,t9wx6Q_aiq.jpg,t9wx6Q_hjg.jpg,t9wx6Q_hzl.jpg,t9wx6Q_pdz.jpg,"The person begins to play with the dog, then throws a frisbee, and the dog runs after it, moving closer before returning to the person.","[2, 3, 1, 4]",False
j45ySg,j45ySg_cxx.jpg,j45ySg_ifh.jpg,j45ySg_klx.jpg,j45ySg_ybm.jpg,"The chef moves the small pan with the omelet out of view as the camera zooms out to reveal the kitchen, then shifts focus to a sandwich being prepared, before zooming in on the chef's face.","[1, 2, 3, 4]",True
vD1NJD,vD1NJD_cgm.jpg,vD1NJD_fkn.jpg,vD1NJD_sid.jpg,vD1NJD_ylm.jpg,"The lens moves from the palm to the fingertip near the eye, followed by a hair tie appearing and moving closer to secure the braid as the camera slightly zooms in.","[4, 2, 1, 3]",False
jluEhK,jluEhK_hhm.jpg,jluEhK_nzz.jpg,jluEhK_sxo.jpg,jluEhK_uuz.jpg, The man continues brushing his hair and begins playing with his facial hair.,"[2, 4, 3, 1]",False
EjvuJS,EjvuJS_avh.jpg,EjvuJS_cgj.jpg,EjvuJS_jsv.jpg,EjvuJS_sod.jpg,"The roller moves from the girl's hand to her ear as she secures it, then the camera shifts from a frontal to a side view while a hand moves right, holding a section of her hair.","[1, 3, 2, 4]",False
LDe5lX,LDe5lX_ayf.jpg,LDe5lX_esu.jpg,LDe5lX_mrv.jpg,LDe5lX_zzf.jpg,"The person stands up from washing clothes and gives a thumbs-up as the camera zooms out, then a woman moves to join a group playing instruments, enhancing the lively atmosphere as the camera zooms out slightly.","[1, 3, 4, 2]",False
fcNIwx,fcNIwx_bwb.jpg,fcNIwx_moh.jpg,fcNIwx_ndw.jpg,fcNIwx_xdi.jpg, They add chocolate chunks to the dough.,"[2, 3, 1, 4]",False
jIiF5l,jIiF5l_mte.jpg,jIiF5l_qfj.jpg,jIiF5l_twy.jpg,jIiF5l_xwi.jpg,"The woman reaches toward the canvas with her brush to begin painting, while the ski remains stationary as the person moves left, continuing to clean and polish from one end to the other.","[1, 2, 3, 4]",True
0yScFn,0yScFn_epe.jpg,0yScFn_gnn.jpg,0yScFn_ldn.jpg,0yScFn_nmm.jpg," Kids walk to the water's edge and launch the water craft, including boats and inner tubes.","[4, 2, 3, 1]",False
6wkS8Z,6wkS8Z_dig.jpg,6wkS8Z_opp.jpg,6wkS8Z_ttz.jpg,6wkS8Z_yoe.jpg, She sprints down a track.,"[4, 3, 1, 2]",False
UTj9vY,UTj9vY_byu.jpg,UTj9vY_cld.jpg,UTj9vY_lzt.jpg,UTj9vY_rzx.jpg, He begins to go down the slide but falls off the side and is seen laying on the floor.,"[1, 2, 4, 3]",False
OHTTtJ,OHTTtJ_bma.jpg,OHTTtJ_pvv.jpg,OHTTtJ_vao.jpg,OHTTtJ_vkq.jpg,A man is seen walking into a barber shop with others and one sitting in a chair.,"[3, 1, 2, 4]",False
tIhSUo,tIhSUo_muz.jpg,tIhSUo_yku.jpg,tIhSUo_zhw.jpg,tIhSUo_zpr.jpg,"The player in blue moves towards the goal as the opposing team in red and the green goalkeeper advance, while the athlete vaults upward, transitioning over the bar from a vertical to a horizontal position.","[3, 1, 4, 2]",False
WCp4IU,WCp4IU_etz.jpg,WCp4IU_mph.jpg,WCp4IU_wbt.jpg,WCp4IU_xrs.jpg,"The cat relaxes on the couch before being held by a person with a nail clipper, then shifts from standing to sitting in the person's lap as the camera slightly zooms in on the grooming scene.","[3, 1, 4, 2]",False
kra1t4,kra1t4_tbf.jpg,kra1t4_ugl.jpg,kra1t4_xar.jpg,kra1t4_zeq.jpg, The vegetables are places in a processor and pureed into a bowl.,"[4, 1, 2, 3]",False
VpuSpM,VpuSpM_enn.jpg,VpuSpM_hgg.jpg,VpuSpM_qbs.jpg,VpuSpM_xbw.jpg, She then gets her belly button pierced.,"[2, 4, 1, 3]",False
mrznnm,mrznnm_bmt.jpg,mrznnm_hsd.jpg,mrznnm_jjx.jpg,mrznnm_mvh.jpg,"The artist leans in to add vibrant details to the colorful birds on the painting, then the person shifts slightly left while brushing their hair, with the scene transitioning from a green to a blue hue.","[2, 1, 3, 4]",False
uFNRiJ,uFNRiJ_bau.jpg,uFNRiJ_bom.jpg,uFNRiJ_ekm.jpg,uFNRiJ_nth.jpg," After, the woman shows the battery of the vacuum and then she keeps it.","[4, 1, 2, 3]",False
MP2m7P,MP2m7P_fem.jpg,MP2m7P_lal.jpg,MP2m7P_lqo.jpg,MP2m7P_xbe.jpg,"The chef begins by layering cheese on bread, then adds ham, cuts the sandwich, and finally addresses the camera with a smile.","[3, 4, 1, 2]",False
nhxXKr,nhxXKr_rhr.jpg,nhxXKr_wwx.jpg,nhxXKr_yeo.jpg,nhxXKr_zmh.jpg,"A dartboard recedes as a raft enters from the left, moving through calm waters before tilting in rough rapids as waves intensify.","[1, 2, 4, 3]",False
CDnZXl,CDnZXl_agc.jpg,CDnZXl_elu.jpg,CDnZXl_uuw.jpg,CDnZXl_xmt.jpg,A woman is seen swinging an ax down on a log while another man watches on the side.,"[1, 2, 3, 4]",True
zEiFzo,zEiFzo_mxt.jpg,zEiFzo_pcw.jpg,zEiFzo_yjj.jpg,zEiFzo_ztp.jpg,"The snowboarder glides towards a snowmobile pulling a sled, while the camera pans slightly right; then, skis descend a slope, approach a wider path, and stop behind a line of skiers at the ski lift.","[3, 4, 2, 1]",False
JK4Jzb,JK4Jzb_brx.jpg,JK4Jzb_cko.jpg,JK4Jzb_ids.jpg,JK4Jzb_zef.jpg,A man is seen moving a pool stick and begins hitting balls on a table.,"[4, 2, 1, 3]",False
9QpWZG,9QpWZG_fgs.jpg,9QpWZG_iec.jpg,9QpWZG_luk.jpg,9QpWZG_zhr.jpg,A boy stands from the bottom of a slide and walk away.,"[4, 2, 3, 1]",False
pte7mU,pte7mU_gia.jpg,pte7mU_llz.jpg,pte7mU_vci.jpg,pte7mU_xgr.jpg,"The clipper transitions from trimming the horse's coat to being brushed clean, as the camera slightly zooms in, followed by the brush leaving the frame while an orange cloth wipes the surface.","[4, 1, 2, 3]",False
b9UJD9,b9UJD9_brf.jpg,b9UJD9_too.jpg,b9UJD9_unq.jpg,b9UJD9_yrj.jpg, Then she pours the mixture in a baking bowl.,"[1, 2, 3, 4]",True
N0NWmI,N0NWmI_ksx.jpg,N0NWmI_ssd.jpg,N0NWmI_vsf.jpg,N0NWmI_wcf.jpg,"The camera pans from cutting green onions to a person speaking in a kitchen, then zooms in on bread as cucumber slices are neatly arranged on top.","[2, 4, 1, 3]",False
eIHMsl,eIHMsl_exn.jpg,eIHMsl_qax.jpg,eIHMsl_twg.jpg,eIHMsl_usm.jpg,"The player in yellow begins to crouch as the other two players approach, then moves into a ready position as they prepare to shoot. Later, the scene shifts to a rink where the goalie remains alert.","[2, 3, 1, 4]",False
OEV4Tv,OEV4Tv_bvo.jpg,OEV4Tv_cxo.jpg,OEV4Tv_exs.jpg,OEV4Tv_zpv.jpg,"The cookies are cut into squares, then placed into a container, which is later closed, followed by a thank you message displayed on the screen.","[1, 2, 3, 4]",True
edRNnL,edRNnL_eiq.jpg,edRNnL_ewk.jpg,edRNnL_jmz.jpg,edRNnL_xfl.jpg,"An athlete exits the sand pit and walks away as the camera follows, then shifts focus to another athlete throwing, ending with a zoom on flags fluttering in the breeze.","[1, 4, 3, 2]",False
4o2K1b,4o2K1b_fxo.jpg,4o2K1b_gjc.jpg,4o2K1b_qxl.jpg,4o2K1b_rgz.jpg,"The person moves left away from the windshield as the camera pans slightly, then shifts right while lowering the shovel to scoop snow.","[2, 1, 3, 4]",False
qxdBAf,qxdBAf_api.jpg,qxdBAf_jwk.jpg,qxdBAf_kkt.jpg,qxdBAf_upz.jpg,"The bartender measures ingredients into a blender and adds a plate from the left, then the scene shifts to garnishing a cocktail with an orange peel, concluding with a close-up of a green logo on a white background.","[1, 3, 2, 4]",False
w1JqGY,w1JqGY_fpi.jpg,w1JqGY_ihn.jpg,w1JqGY_irk.jpg,w1JqGY_nun.jpg,  Materials are gathered and then the kite is assembled.,"[2, 3, 1, 4]",False
m4A8un,m4A8un_ble.jpg,m4A8un_jah.jpg,m4A8un_sph.jpg,m4A8un_yud.jpg,"The vehicle moves from the water to the shore, approaching a crowd as the camera zooms in slightly, then shifts to a person painting a fence, transitioning to a close-up of painting supplies on a wooden surface.","[4, 1, 3, 2]",False
AHvZ4G,AHvZ4G_dzc.jpg,AHvZ4G_xpn.jpg,AHvZ4G_ypt.jpg,AHvZ4G_ywc.jpg,"The person begins to style their hair by parting it, then twists sections together, gradually creating a braided look as they continue to work through their curls.","[2, 3, 4, 1]",False
4GvJgG,4GvJgG_gcb.jpg,4GvJgG_han.jpg,4GvJgG_kqr.jpg,4GvJgG_rby.jpg,"A whisk stirs a clear mixture in a bowl as yellow liquid pours into glasses with lemon slices; the camera then pans to hands cutting green onions with scissors, moving away from the pot and ingredients.","[1, 2, 3, 4]",True
JK9IRR,JK9IRR_kko.jpg,JK9IRR_rzh.jpg,JK9IRR_vfv.jpg,JK9IRR_zce.jpg,"The child begins by hanging from the structure, then moves to a standing position on a post, and finally swings down while still holding on.","[2, 4, 3, 1]",False
KtVSOE,KtVSOE_aqb.jpg,KtVSOE_mgc.jpg,KtVSOE_ubb.jpg,KtVSOE_vaz.jpg,"The person begins by applying eyeliner, then moves on to blending foundation, followed by applying mascara, showcasing a clear progression in their makeup routine.","[4, 2, 3, 1]",False
CUN1k0,CUN1k0_aay.jpg,CUN1k0_ezl.jpg,CUN1k0_lmd.jpg,CUN1k0_wdp.jpg,"The man shows an autographed photo close to the camera after playing the harmonica, then the camera zooms in on a gloved hand applying makeup near the woman's eye.","[1, 2, 3, 4]",True
thp597,thp597_bmc.jpg,thp597_ewz.jpg,thp597_rey.jpg,thp597_ttj.jpg,"The person begins by cutting green onions, then moves to a kitchen scene to speak, followed by pouring pasta into a colander, and finally mixes ingredients into a bowl.","[2, 3, 4, 1]",False
O8Ig2T,O8Ig2T_kax.jpg,O8Ig2T_man.jpg,O8Ig2T_syk.jpg,O8Ig2T_xje.jpg, She then dismounts from the beam.,"[2, 4, 3, 1]",False
xzviXz,xzviXz_hej.jpg,xzviXz_muj.jpg,xzviXz_tmh.jpg,xzviXz_wch.jpg,"A competitor exits as the camera tilts up to fluttering flags; then, a skier emerges from the distant slope, carving sharply as the camera zooms in.","[1, 2, 3, 4]",True
T3zD8s,T3zD8s_dnp.jpg,T3zD8s_izi.jpg,T3zD8s_nxc.jpg,T3zD8s_wvd.jpg," Next, they use a knife to cut the face into the pumpkin.","[4, 1, 2, 3]",False
hED6U8,hED6U8_egy.jpg,hED6U8_hmt.jpg,hED6U8_syk.jpg,hED6U8_zkz.jpg, People roller skates passing around cones and a ramps to flip.,"[3, 1, 4, 2]",False
xOUubn,xOUubn_dto.jpg,xOUubn_ifg.jpg,xOUubn_nls.jpg,xOUubn_urf.jpg,"The skier moves right as the camera pans left, showing calculated times, then an athlete exits the mat area and raises arms in celebration, with the camera zooming in slightly.","[2, 3, 1, 4]",False
gUtJ6v,gUtJ6v_ewf.jpg,gUtJ6v_ryd.jpg,gUtJ6v_szd.jpg,gUtJ6v_woh.jpg, The group continues to paddle along and meeting up with other groups at the bottom.,"[2, 1, 4, 3]",False
ETbZ0a,ETbZ0a_ima.jpg,ETbZ0a_imw.jpg,ETbZ0a_thb.jpg,ETbZ0a_xfe.jpg, He demonstrates how to slide down the ramp on a pair of skis.,"[1, 3, 4, 2]",False
RD94JV,RD94JV_htq.jpg,RD94JV_prh.jpg,RD94JV_rro.jpg,RD94JV_xyt.jpg, The band marches by while playing cadet songs.,"[1, 2, 3, 4]",True
xyQc4t,xyQc4t_kkz.jpg,xyQc4t_nhj.jpg,xyQc4t_wjh.jpg,xyQc4t_yqq.jpg,"Once the front is finished,she grabs it and flips it over so she can complete the ironing.","[1, 3, 2, 4]",False
COfcRg,COfcRg_ndp.jpg,COfcRg_vfg.jpg,COfcRg_vxs.jpg,COfcRg_zub.jpg,"The hand leaves the sink area as text appears, then the detergent bottle exits the scene while the person gestures with an open hand, and the camera tilts slightly upward.","[4, 3, 2, 1]",False
158HSH,158HSH_aze.jpg,158HSH_ccx.jpg,158HSH_uaf.jpg,158HSH_udr.jpg, The man lowers the car on the spare.,"[3, 1, 2, 4]",False
itHOvc,itHOvc_cvs.jpg,itHOvc_eln.jpg,itHOvc_hpc.jpg,itHOvc_sjl.jpg,"A chart shifts to a child using a blue droplet at the sink, then hands move closer under the faucet, forming visible lather as they rub together.","[2, 3, 1, 4]",False
u4W8SV,u4W8SV_krp.jpg,u4W8SV_pmk.jpg,u4W8SV_rad.jpg,u4W8SV_xuo.jpg,A young girl is seen walking to the end of a diving board with several other people around her.,"[1, 3, 4, 2]",False
zZ6ACe,zZ6ACe_esi.jpg,zZ6ACe_fzn.jpg,zZ6ACe_ihr.jpg,zZ6ACe_zow.jpg,"One shoe rotates upward while another enters the sink for scrubbing; meanwhile, yellow liquid pours into a clear container, followed by a glass with a lemon slice being placed beside it.","[4, 1, 3, 2]",False
gUtCJi,gUtCJi_bzw.jpg,gUtCJi_gkc.jpg,gUtCJi_jmc.jpg,gUtCJi_tif.jpg, The man adds more plaster to his base and spreads it on the wall.,"[1, 2, 3, 4]",True
NTcmwM,NTcmwM_akn.jpg,NTcmwM_jsw.jpg,NTcmwM_sso.jpg,NTcmwM_wqu.jpg,Two men are seen holding each other's hands and moving one to the other side arm wrestling.,"[3, 4, 1, 2]",False
xwIy5D,xwIy5D_fnv.jpg,xwIy5D_nzj.jpg,xwIy5D_seo.jpg,xwIy5D_wwg.jpg, She grabs some makeup and begins putting it all over her face.,"[4, 3, 1, 2]",False
EwZPJR,EwZPJR_dwh.jpg,EwZPJR_eop.jpg,EwZPJR_jfr.jpg,EwZPJR_xsk.jpg,"The camera zooms in on a cheering crowd waving flags, then pans to players in action on the sand as the game progresses.","[2, 3, 1, 4]",False
kSIG6q,kSIG6q_igb.jpg,kSIG6q_ipp.jpg,kSIG6q_moe.jpg,kSIG6q_mok.jpg,"The camera tilts down from a skateboard to reveal rocky terrain, then shifts from a surfboard's perspective to a hand reaching towards a wave, moving right.","[1, 4, 3, 2]",False
zujPTE,zujPTE_klf.jpg,zujPTE_pkz.jpg,zujPTE_qza.jpg,zujPTE_tnz.jpg,"The snowboarder glides closer, shifting left with a zoom on their upper body, then the view transitions to a skier approaching the trees as the camera pans slightly left.","[1, 2, 3, 4]",True
d3DDLw,d3DDLw_fgo.jpg,d3DDLw_hvn.jpg,d3DDLw_qrr.jpg,d3DDLw_win.jpg,"The man sits in the chair, wiping himself off before standing up.","[4, 3, 2, 1]",False
Zowg2Q,Zowg2Q_igm.jpg,Zowg2Q_pnf.jpg,Zowg2Q_rsn.jpg,Zowg2Q_vxy.jpg,"A wakeboarder leaps high above the water before the scene shifts to a group chatting at the dock; simultaneously, a girl with orange floaties turns left away from a woman distributing toys, as more children approach.","[3, 4, 2, 1]",False
JFVSdV,JFVSdV_dmc.jpg,JFVSdV_fpx.jpg,JFVSdV_nsh.jpg,JFVSdV_yqq.jpg,"The artist begins to add color to a flower, then moves to outline another flower, gradually enhancing details and depth in the petals as the painting progresses.","[1, 2, 4, 3]",False
51GUPp,51GUPp_bco.jpg,51GUPp_dqc.jpg,51GUPp_yoc.jpg,51GUPp_zfc.jpg,"The lever is squeezed to release air bubbles, then the cap is placed back on; the hand holds the cap above the brake lever, securing it with a screwdriver from above as fluid oozes out.","[4, 3, 2, 1]",False
PW69Mr,PW69Mr_byv.jpg,PW69Mr_taj.jpg,PW69Mr_utw.jpg,PW69Mr_xlc.jpg,"The drummers begin to play in formation, then move into a synchronized rhythm, raising their sticks as they progress across the field, creating a lively performance.","[1, 2, 3, 4]",True
33sjCJ,33sjCJ_eej.jpg,33sjCJ_kex.jpg,33sjCJ_utc.jpg,33sjCJ_vwh.jpg," A man spins, throwing a disc through the air.","[2, 1, 3, 4]",False
9OaSRF,9OaSRF_ehe.jpg,9OaSRF_tpp.jpg,9OaSRF_txz.jpg,9OaSRF_xcg.jpg, She falls off at one point and jumps back on to finish her routine and ends by jumping off the side.,"[4, 3, 1, 2]",False
k8HpDe,k8HpDe_cbk.jpg,k8HpDe_piw.jpg,k8HpDe_tec.jpg,k8HpDe_wvo.jpg,"The person moves from the roof to the rear of the blue car, brushing off snow as the camera slightly tilts down, then moves left along the car's side while continuing to clear snow.","[3, 1, 4, 2]",False
pxPcQ7,pxPcQ7_cpv.jpg,pxPcQ7_jkx.jpg,pxPcQ7_nuu.jpg,pxPcQ7_xey.jpg, He starts ripping out the seeds and handing them to the man next to him.,"[3, 2, 1, 4]",False
TWKxVM,TWKxVM_fil.jpg,TWKxVM_glv.jpg,TWKxVM_uww.jpg,TWKxVM_xzr.jpg, The man opens a box full of stone and lays down some plaster on a wall.,"[3, 1, 4, 2]",False
3K0mAT,3K0mAT_cxa.jpg,3K0mAT_fuh.jpg,3K0mAT_ncz.jpg,3K0mAT_vcx.jpg,A woman walks into frame and speaks to the camera followed by pulling a towel off her hair.,"[3, 1, 2, 4]",False
bqFs0s,bqFs0s_dkg.jpg,bqFs0s_dyf.jpg,bqFs0s_gpl.jpg,bqFs0s_koe.jpg,"The flag waves before cutting to a man speaking at the marina, then the camera shifts from an indoor track with a coach standing to an outdoor snowy area where an athlete prepares to throw.","[3, 1, 4, 2]",False
SFQv11,SFQv11_aab.jpg,SFQv11_mik.jpg,SFQv11_pka.jpg,SFQv11_tqm.jpg,A man walks up to a hedge carrying a large pair of hedge trimmers.,"[2, 4, 1, 3]",False
4Vd2eC,4Vd2eC_cho.jpg,4Vd2eC_msz.jpg,4Vd2eC_ngm.jpg,4Vd2eC_nkf.jpg,"The snowboarder begins to glide across the snow, then moves closer to the snowmobile, which pulls a person on a sled, creating tracks in the fresh snow.","[1, 4, 2, 3]",False
jzJeBj,jzJeBj_cat.jpg,jzJeBj_gsv.jpg,jzJeBj_ozi.jpg,jzJeBj_pvt.jpg,"The close-up of colorful nail art shifts to a vibrant title screen with floral designs, then transitions to a black screen displaying a beginner makeup title, followed by a website address appearing on the same background.","[2, 3, 1, 4]",False
xjaGSm,xjaGSm_emm.jpg,xjaGSm_oat.jpg,xjaGSm_pwa.jpg,xjaGSm_wff.jpg, They pour the batter into bowls and add dye to them.,"[2, 4, 3, 1]",False
Bubazl,Bubazl_nkk.jpg,Bubazl_qed.jpg,Bubazl_qnj.jpg,Bubazl_sqj.jpg," The man stops the drill for the last time,lets it go and cleans the peeler once more with both hands as he throws the contents into the sink and.","[1, 3, 4, 2]",False
KEYMbe,KEYMbe_qan.jpg,KEYMbe_svx.jpg,KEYMbe_vxd.jpg,KEYMbe_ycf.jpg,"The skater moves down the street, approaching a car as the camera zooms in slightly, then exits the scene, revealing a distant view of a pier as the camera zooms out.","[2, 1, 3, 4]",False
bOhFHi,bOhFHi_mea.jpg,bOhFHi_rtz.jpg,bOhFHi_spk.jpg,bOhFHi_vsg.jpg, The man wraps the sandwich in paper and puts it in a plastic bag.,"[1, 4, 3, 2]",False
ifiWS3,ifiWS3_fyk.jpg,ifiWS3_ruw.jpg,ifiWS3_ukt.jpg,ifiWS3_yce.jpg,"The scene begins with a handshake, then transitions to show bacteria, followed by a statistic about germs transmitted by hands, and concludes with a woman preparing to wash her hands.","[3, 2, 1, 4]",False
a8hKkh,a8hKkh_bfd.jpg,a8hKkh_gop.jpg,a8hKkh_ich.jpg,a8hKkh_vcs.jpg,We see a little girl painting a fence red.,"[4, 1, 3, 2]",False
kUUZCV,kUUZCV_gww.jpg,kUUZCV_ikt.jpg,kUUZCV_ubt.jpg,kUUZCV_ueh.jpg,"A kayaker begins to navigate the rapids, then another kayaker capsizes in the turbulent water, followed by another paddler approaching a rock, before the scene closes with a title card.","[2, 4, 1, 3]",False
ylx0Wx,ylx0Wx_fpo.jpg,ylx0Wx_fsi.jpg,ylx0Wx_poj.jpg,ylx0Wx_smd.jpg,"The blow dryer moves closer to the hair wrapped in purple curlers, then the hair is pulled over the right shoulder as the camera shifts to a side view, forming a braid.","[3, 2, 4, 1]",False
UmEeEZ,UmEeEZ_des.jpg,UmEeEZ_mxl.jpg,UmEeEZ_uwm.jpg,UmEeEZ_xhl.jpg,"The person brushes their hair while tilting their head up, transitioning from a blue to a neutral hue, then begins braiding, with hands weaving the strands together into a partially completed braid.","[1, 4, 2, 3]",False
rjs9Mx,rjs9Mx_dlw.jpg,rjs9Mx_rrm.jpg,rjs9Mx_svb.jpg,rjs9Mx_tvp.jpg,  The woman drives the lawnmower towards the camera.,"[1, 3, 2, 4]",False
glDvwj,glDvwj_htj.jpg,glDvwj_jvy.jpg,glDvwj_nrj.jpg,glDvwj_zee.jpg,"The diver steps forward on the platform with a frontal view, transitioning to the pole vaulter exiting the mat as the camera zooms in on their pole and arms.","[1, 3, 2, 4]",False
